Database Name	Operetta CLS
Database Link	http://sv-01-366/ODA/OdaService.asmx
Evaluation Signature	8b82562c-8103-4e1a-9d8f-fa87b04ad1b9
Plate Name	2023-04-27-OPP
Measurement	Measurement 1
Evaluation	Evaluation1
Population	Population - Cells

[Data]
Row	Column	Plane	Timepoint	Field	Object No	X	Y	Bounding Box	Position X [µm]	Position Y [µm]	Compound	Concentration	Cell Type	Cell Count	Cells - Intensity Cell 5-TAMRA Mean	Cells - Intensity Cell 5-TAMRA Minimum	
2	2	1	0	2	37	438	1412	[382,1319,505,1506]	-836,29	545					2005,98	926	
2	2	1	0	2	38	681	1390	[613,1342,801,1438]	-761,33	552,86					2097,61	923	
2	2	1	0	2	39	588	1426	[518,1381,663,1471]	-791,62	539,87					2210,46	1041	
2	2	1	0	2	40	1872	1470	[1786,1425,1960,1530]	-413,51	528					2005,83	803	
2	2	1	0	2	41	817	1484	[735,1415,907,1641]	-720,22	514,37					2155,79	837	
2	2	1	0	2	42	664	1499	[570,1462,778,1568]	-763,04	516,54					1935,21	835	
2	2	1	0	2	43	1345	1532	[1279,1470,1414,1596]	-564,98	511,47					2358,9	931	
2	2	1	0	2	44	2117	1541	[2052,1465,2159,1595]	-336,37	509,51					1511,12	544	
2	2	1	0	2	45	1990	1537	[1933,1478,2065,1621]	-372,28	507,88					1400,26	729	
2	2	1	0	2	46	83	1550	[0,1501,185,1600]	-940,25	505,32					1281,85	679	
2	2	1	0	2	47	1692	1562	[1640,1493,1750,1613]	-461,84	504,24					1957,97	849	
